ID,Title,body,ux_smell,reasoning
2019,"When the Event Details Dialog is minimized, it is updated in the Background","<!-- Thanks for suggesting an enhancement! -->
<!-- The following template is highly recommended to trigger an efficient course of actions: it's pretty suitable if you're not familiar with the project as it will guide you in sharing the most important information. If you're not comfortable with this template for your particular report, feel free to erase it and write your report from scratch -->

Let's make sure issue is not already fixed in latest builds first.

- [x] I verified [latest Integration Build of Eclipse SDK](https://download.eclipse.org/eclipse/downloads/) doesn't provide the feature.

## Suggestion

When you double-click an entry in the Error Log, you get the well known Event Details Dialog:
![grafik](https://github.com/eclipse-platform/eclipse.platform.ui/assets/15220836/51334033-335c-4580-8167-cb6395376945)

When you double-click a new entry in the Error Log, the already opened Dialog is updated.

But when the Dialog is minimized, it is still updated but not visible to the user.
So the User clicks on an entry and from his perspective nothing happens. 

I would like to add an automatic ""deminimize"" so the dialog is again visible to the user.

## Community

- [x] I understand suggesting an enhancement doesn't mandate anyone to implement it. Other contributors may consider this suggestion, or not, at their own convenience. The most efficient way to get it fixed is that I implement it myself and contribute it back as a good quality patch to the project.
",Poor discoverability,The UI gives weak clues for finding the feature.
478,Quick Search show search term in title bar to support multiple search windows,"Please display the search term in the title bar of the search window.
Request:  when multiple Quick Search windows are open, currently they are all titled ""Quick Search"".  When minimized to the title bar, they are anonymous, making it difficult to find the one desired and to avoid duplicate windows (when duplicates are not desired; sometimes I want to keep old search results AND have new search results).  
Please display the search term in the title bar.
Currently using:
Eclipse IDE for Embedded C/C++ Developers (includes Incubating components)

Version: 2022-06 (4.24.0)
Build id: 20220609-1112
With QuickSearch plugin:
	Eclipse.org	Quick Search	1.1.300.v20211203-1705	org.eclipse.text.quicksearch",Bug,Describes incorrect UI behavior rather than a smell pattern.
2720,Reduce gradients usage in new Wizard,"I think the gradients in our wizard look bad and I suggest we reduce the usage of them.

![Image](https://github.com/user-attachments/assets/0a9d7823-9a56-4aa8-99cb-4922a891dc42)

IIRC I also saw a statement from @Michael5601 that this would also be faster, once his SVG support is implemented and used.

So IMHO without the gradients the wizard would look nicer and if upcoming SVG they would also faster to be loaded.

For an example without gradient, looks at the Maven wizards:

![Image](https://github.com/user-attachments/assets/aa1321cb-5f5f-40ab-bb11-1c49a033ed4b)

@BeckerWdf WDYT?",Visual Noise,Decorative or duplicate UI adds clutter without helping.
2951,Search overlay Icon too large on Windows with 4K monitor at 175% zoom,"Let's make sure issue is not already fixed in latest builds first.

- [x] I verified I can reproduce this issue against [latest Integration Build of Eclipse SDK](https://download.eclipse.org/eclipse/downloads/)

## Steps to reproduce

Open the search overlay on any file on and the search icon on the very right is too large:
![Image](https://github.com/user-attachments/assets/0954b5eb-f753-406d-8987-b58301f4da8e)

## Tested under this environment:
* OS & version: Windows 10
* Eclipse IDE/Platform version (as shown in *Help > About*):
  * Version: 2025-06 (4.36)
  * Build id: I20250501-0710
* Monitor-Setup: 4K resolution with 175% screen-zoom set up in Windows.

@Michael5601 could you have a look at this?

## Community

- [x] I understand reporting an issue to this OSS project does not mandate anyone to fix it. Other contributors may consider the issue, or not, at their own convenience. The most efficient way to get it fixed is that I fix it myself and contribute it back as a good quality patch to the project.
",No UX,"Technical, test, API, or maintenance issue unrelated to UX."
3135,"Drag and drop of views to other stacks is ""harder""","The DnD in the IDE behaves ""strange"". For example it is ""hard"" to DnD the Outline view out of its position. Sometimes it works, sometimes not. Same for other views

Eclipse SDK
Version: 2025-09 (4.37)
Build id: I20250728-1800
OS: Linux, v.6.14.0-24-generic, x86_64 / gtk 3.24.49
Java vendor: Eclipse Adoptium
Java runtime version: 24.0.2+12
Java version: 24.0.2

Here is an attempt to show this, every time the mouse moves to a view header I try to drag it, for outline this hardly works in my build.

https://github.com/user-attachments/assets/49ac6f48-1eb5-4aaf-a990-36fc5cdb8c2d
",General UI Inconsistency,Visual or behavioral inconsistency not covered by narrower smells.
1435,Don't cancel context menu filtering when filling one of them fails,"Let's make sure issue is not already fixed in latest builds first.

- [ ] I verified that Eclipse 2023-03 doesn't provide the feature. Pretty sure the later versions also don't

## Suggestion

From a fresh CDT 2023-03 installation and clean workspace:

* Create a c project with a `hello.c` file
* Install Sigasi Studio 5.3.3
* Right-click the file in the Project Explorer
* Because Sigasi Studio throws an error while creating its menu item, no filtering is applied to contribution items of other plugins, resulting in a very large context menu.

| correct | bugged |
| :-------: | :---------: |
| ![291613402-a49322a0-782b-4b32-b583-10da24dea88b](https://github.com/eclipse-platform/eclipse.platform.ui/assets/3389524/3ccbfb05-e77b-4ac3-9f43-f2b0616ef4aa) | ![image](https://github.com/eclipse-platform/eclipse.platform.ui/assets/3389524/ed1977af-4ee9-4c02-8c11-d48afd18c621) |

## Community

- [X] I understand suggesting an enhancement doesn't mandate anyone to implement it. Other contributors may consider this suggestion, or not, at their own convenience. The most efficient way to get it fixed is that I implement it myself and contribute it back as a good quality patch to the project.

## Stacktrace

We created a contribution item (probably ten years ago) that doesn't show itself at all (not even greyed out) when it shouldn't. In our latest release, a bug was introduced that caused it to throw a runtime exception, causing the above trouble. The fact that one plugin throws exceptions shouldn't destroy the experience for other plugins. We should gracefully handle the said exception.

Looking at it quickly, I think we can catch it either in `DynamicMenuContributionItem.fill()` or in [MenuManager.update()](https://github.com/eclipse-platform/eclipse.platform.ui/blob/master/bundles/org.eclipse.jface/src/org/eclipse/jface/action/MenuManager.java#L805)

```
org.eclipse.e4.core.di.InjectionException: java.lang.NullPointerException
	at org.eclipse.e4.core.internal.di.MethodRequestor.execute(MethodRequestor.java:68)
	at org.eclipse.swt.widgets.Synchronizer.syncExec(Synchronizer.java:183)
	at org.eclipse.ui.internal.UISynchronizer.syncExec(UISynchronizer.java:133)
	at org.eclipse.swt.widgets.Display.syncExec(Display.java:5960)
	at org.eclipse.e4.ui.workbench.swt.DisplayUISynchronize.syncExec(DisplayUISynchronize.java:34)
	at org.eclipse.e4.ui.internal.di.UIEventObjectSupplier$UIEventHandler.handleEvent(UIEventObjectSupplier.java:64)
	at org.eclipse.equinox.internal.event.EventHandlerWrapper.handleEvent(EventHandlerWrapper.java:205)
	at org.eclipse.equinox.internal.event.EventHandlerTracker.dispatchEvent(EventHandlerTracker.java:203)
	at org.eclipse.equinox.internal.event.EventHandlerTracker.dispatchEvent(EventHandlerTracker.java:1)
	at org.eclipse.osgi.framework.eventmgr.EventManager.dispatchEvent(EventManager.java:234)
	at org.eclipse.osgi.framework.eventmgr.ListenerQueue.dispatchEventSynchronous(ListenerQueue.java:151)
	at org.eclipse.equinox.internal.event.EventAdminImpl.dispatchEvent(EventAdminImpl.java:133)
	at org.eclipse.equinox.internal.event.EventAdminImpl.sendEvent(EventAdminImpl.java:75)
	at org.eclipse.equinox.internal.event.EventComponent.sendEvent(EventComponent.java:44)
	at org.eclipse.e4.ui.services.internal.events.EventBroker.send(EventBroker.java:55)
	at org.eclipse.e4.ui.internal.workbench.UIEventPublisher.notifyChanged(UIEventPublisher.java:63)
	at org.eclipse.emf.common.notify.impl.BasicNotifierImpl.eNotify(BasicNotifierImpl.java:424)
	at org.eclipse.emf.ecore.util.EcoreEList.dispatchNotification(EcoreEList.java:249)
	at org.eclipse.emf.common.notify.impl.NotifyingListImpl.addUnique(NotifyingListImpl.java:356)
	at org.eclipse.emf.common.util.AbstractEList.add(AbstractEList.java:340)
	at org.eclipse.e4.ui.workbench.renderers.swt.ContributionRecord.mergeIntoModel(ContributionRecord.java:253)
	at org.eclipse.e4.ui.workbench.renderers.swt.MenuManagerRenderer.processAddition(MenuManagerRenderer.java:551)
	at org.eclipse.e4.ui.workbench.renderers.swt.MenuManagerRenderer.generateContributions(MenuManagerRenderer.java:531)
	at org.eclipse.e4.ui.workbench.renderers.swt.MenuManagerRenderer.processContributions(MenuManagerRenderer.java:499)
	at org.eclipse.ui.internal.PopupMenuExtender.addMenuContributions(PopupMenuExtender.java:380)
	at org.eclipse.ui.internal.PopupMenuExtender.menuAboutToShow(PopupMenuExtender.java:355)
	at org.eclipse.jface.action.MenuManager.fireAboutToShow(MenuManager.java:338)
	at org.eclipse.jface.action.MenuManager.handleAboutToShow(MenuManager.java:468)
	at org.eclipse.jface.action.MenuManager$2.menuShown(MenuManager.java:495)
	at org.eclipse.swt.widgets.TypedListener.handleEvent(TypedListener.java:259)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:89)
	at org.eclipse.swt.widgets.Display.sendEvent(Display.java:5855)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:1529)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:1555)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:1534)
	at org.eclipse.swt.widgets.Menu._setVisible(Menu.java:290)
	at org.eclipse.swt.widgets.Display.runPopups(Display.java:5107)
	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:4508)
	at org.eclipse.e4.ui.internal.workbench.swt.PartRenderingEngine$5.run(PartRenderingEngine.java:1155)
	at org.eclipse.core.databinding.observable.Realm.runWithDefault(Realm.java:338)
	at org.eclipse.e4.ui.internal.workbench.swt.PartRenderingEngine.run(PartRenderingEngine.java:1046)
	at org.eclipse.e4.ui.internal.workbench.E4Workbench.createAndRunUI(E4Workbench.java:155)
	at org.eclipse.ui.internal.Workbench.lambda$3(Workbench.java:643)
	at org.eclipse.core.databinding.observable.Realm.runWithDefault(Realm.java:338)
	at org.eclipse.ui.internal.Workbench.createAndRunWorkbench(Workbench.java:550)
	at org.eclipse.ui.PlatformUI.createAndRunWorkbench(PlatformUI.java:171)
	at org.eclipse.ui.internal.ide.application.IDEApplication.start(IDEApplication.java:152)
	at org.eclipse.equinox.internal.app.EclipseAppHandle.run(EclipseAppHandle.java:203)
	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.runApplication(EclipseAppLauncher.java:136)
	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.start(EclipseAppLauncher.java:104)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:402)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:255)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
	at org.eclipse.equinox.launcher.Main.invokeFramework(Main.java:659)
	at org.eclipse.equinox.launcher.Main.basicRun(Main.java:596)
	at org.eclipse.equinox.launcher.Main.run(Main.java:1467)
	at org.eclipse.equinox.launcher.Main.main(Main.java:1440)
Caused by: java.lang.NullPointerException
	at com.google.common.base.Preconditions.checkNotNull(Preconditions.java:878)
	at com.sigasi.hdt.shared.ui.librarymapping.LibraryMappingExcludeContribution.fill(LibraryMappingExcludeContribution.java:4)
	at org.eclipse.ui.internal.menus.DynamicMenuContributionItem.fill(DynamicMenuContributionItem.java:146)
	at org.eclipse.jface.action.MenuManager.doItemFill(MenuManager.java:729)
	at org.eclipse.jface.action.MenuManager.update(MenuManager.java:806)
	at org.eclipse.jface.action.MenuManager.update(MenuManager.java:673)
	at org.eclipse.e4.ui.workbench.renderers.swt.MenuManagerRenderer.scheduleManagerUpdate(MenuManagerRenderer.java:1227)
	at org.eclipse.e4.ui.workbench.renderers.swt.MenuManagerRenderer.processContents(MenuManagerRenderer.java:655)
	at org.eclipse.e4.ui.workbench.renderers.swt.MenuManagerRenderer.subscribeTopicChildAdded(MenuManagerRenderer.java:325)
	at jdk.internal.reflect.GeneratedMethodAccessor31.invoke(Unknown Source)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
	at org.eclipse.e4.core.internal.di.MethodRequestor.execute(MethodRequestor.java:58)
	... 59 more
```
",General UI Inconsistency,Visual or behavioral inconsistency not covered by narrower smells.
3090,Restore Defaults on Colors and Fonts preference dialog makes dark theme unusable,"The ""Restore Defaults"" on Colors and Fonts preference dialog makes dark theme unusable.

![Image](https://github.com/user-attachments/assets/2e96da47-963a-47fc-a75f-9da829f3114f)

To reproduce go to preference ""Color and Fonts"" preference setting on Linux using the dark theme and press ""Restore Default"".",No UX,"User-facing issue, but not clearly a UX smell under the given rules."
1868,Custom window size not considered for second opened window,"We customize application by extending `WorkbenchWindowAdvisor` and there by overriding `preWindowOpen()` and in particular, setting custom window size for new windows (similar to what is done by `org.eclipse.equinox.internal.p2.ui.admin.rcp.ApplicationWorkbenchWindowAdvisor`):

```
	@Override
	public void preWindowOpen() {
		IWorkbenchWindowConfigurer configurer = getWindowConfigurer();
		configurer.setInitialSize(new Point(1280, 1024));
```

This works fine for the very first window opened by the application on startup.
However, windows opened from already opened window always have the **initial** size `1024, 768` which is hard coded in

https://github.com/eclipse-platform/eclipse.platform.ui/blob/9fd8c4a4d0dabbd767923f8374c02c92f8f34397/bundles/org.eclipse.ui.workbench/Eclipse%20UI/org/eclipse/ui/internal/WorkbenchWindowConfigurer.java#L128

This happens because the code that sets the size for new windows created from existing one is called **before**  `preWindowOpen()` is called:

https://github.com/eclipse-platform/eclipse.platform.ui/blob/9fd8c4a4d0dabbd767923f8374c02c92f8f34397/bundles/org.eclipse.ui.workbench/Eclipse%20UI/org/eclipse/ui/internal/Workbench.java#L1479-L1482

The actual problem we see is that, **depending on timing**, the code that correctly updates the initial size for new windows, runs into troubles on GTK

https://github.com/eclipse-platform/eclipse.platform.ui/blob/9fd8c4a4d0dabbd767923f8374c02c92f8f34397/bundles/org.eclipse.ui.workbench/Eclipse%20UI/org/eclipse/ui/internal/WorkbenchWindow.java#L976-L983

The last call here `shell.setBounds(bounds);` is the one that makes new window **randomly** (timing dependent) misbehave (wrong menu layout and missing repaints). I've debugged it and see that after `WorkbenchWindow.configureShell()` is done, GTK seem to resize the not yet shown shell **in parallel** to the following `WorkbenchWindow.setup()` code, which creates lot of async tasks that update the shell menu (see `menuUpdater` and `menuChangeManager` in same method). They run multiple times during window opening and shell resize, and I assume this is the place where we have race conditions with GTK shell init code. It looks like processing GTK display events between `fireWindowOpening()` and `configureShell()` ""fixes"" problems with created window.

However, it seem to cause troubles in case where `E4Workbench.NO_SAVED_MODEL_FOUND == null` (new window is **restored** by model), because UI tasks are dispatched before page is configured for the window (which by default happens right after `configureShell()`).

I would avoid risc to process events while window is being opened before it is fully constructed, so instead, I propose to fix the initial window size set with wrong values.

To fix that, the initial window size should be taken from already configured configurer of the current window, not from not yet properly initialized configurer of the window being opened.

PS. 
Additionally, this bug results in a problem that **after changing window size & restart**, new windows are **always** created with the wrong size because code in `configureShell()` doesn't get into the `if` block above and so doesn't update the window size properly.

I will provide a patch.",Wrong Default Value,Default behavior conflicts with common expectation.
2864,Eclipse 2025-03 Next Tab navigation broken with POM XML editor.,"This bug is occurring in Eclipse EE 2025-03 on Windows. (I haven't used Eclipse in over a year, so I don't know if it was introduced in an earlier version.)

`Ctrl+PgUp` is mapped to ""Previous Tab"", and `Ctrl+PgDown` is mapped to ""Next Tab"". This has been working for decades, allowing me to navigate among tabs as expected in the Eclipse IDE.

1. In Eclipse EE 2025-03, open multiple files.
2. Additionally open a Maven POM file. The POM editor shows tabs at the bottom: ""Overview"", ""Dependencies"", ""Dependency Hierarchy"", ""Effective POM"", and ""pom.xml"".
3. Open one more file so that its file tab shows up _after_ the POM file tab.
4. Go back to the POM file tab and select the ""pom.xml"" POM view tab at the bottom. (I have this set up to the default.)
5. Select `Ctrl+PgUp` to go to the previous file tab.
6. **The selected file is changed to the previous open file tab as expected.**
7. Go back to the POM file tab.
5. Select `Ctrl+PgDown` to go to the next file tab.
6. **Rather than going to the next open file tab, the editor switches to the _previous_ open file tab.** (Additionally, if you manually return to the POM file tab, you'll see that the editor view has changed from ""pom.xml"" to ""Dependencies"".

As you can imagine, this completely breaks navigating among file tabs when one of them is a Maven POM file. Perhaps the editor view tab hotkey mapping is overriding the global Eclipse IDE file editor tab. In any case, it is a new bug.",Bug,"Describes an explicit error, bug, exception, or incorrect behavior."
2349,SWT org.eclipse.swt.widgets.Menu: a very tall menu exceeding the screen when scrolled has the effect to blank the neighboring menus,"Hello,

Issue description:
In a GUI application made with ""Eclipse IDE for RCP and RAP Developers"" on Linux Fedora 40, I have a menu attached to a tree. For one of the TreeItems, the menu has a very large number of MenuItems and consequently exceeds the screen height. For the next TreeItem, the menu has only four MenuItems. If I open and close the menus of these two TreeItems, the rendering of both is perfectly fine.

If I open the large menu then scroll inside it with the mouse to see off-screen MenuItems then close the large menu and then open the small menu next to it, the small menu is rendered as 4 four blank lines plus a top handle as if it was a menu exceeding the screen. If I scroll down long enough inside the small menu, the four expected MenuItems finally will appear, the top handle 
is not shown any more and scrolling in the small menu has no effect any more.

I verified I can reproduce this issue against Eclipse Version: 2024-09 (4.33.0) Build id: 20240905-0614

I did not expect the small menu to be blank and to have to scroll inside it.

I understand reporting an issue to this OSS project does not mandate anyone to fix it. Other contributors may consider the issue, or not, at their own convenience. The most efficient way to get it fixed is that I fix it myself and contribute it back as a good quality patch to the project.

Best regards,
François",No UX,"Technical, test, API, or maintenance issue unrelated to UX."
2269,"[StickyScrolling] ""Show line numbers"" settings is not correctly handled","- [x] I verified I can reproduce this issue against [latest Integration Build of Eclipse SDK](https://download.eclipse.org/eclipse/downloads/)

## Steps to reproduce

From a fresh installation and clean workspace:

* Make sture the ""Show line numbers"" setting is active in the ""Text editors"" settings
* Open a java class and scroll so that a sticky line with line number is visible
* Disable the setting ""Show line numbers"" in the ""Text editors"" settings

I expected: The line number in the sticky scrolling should be hidden as well

I got: The line number in the sticky scrolling is still visible. See scrennshots:

<img width=""469"" alt=""Bildschirmfoto 2024-09-13 um 14 16 45"" src=""https://github.com/user-attachments/assets/e723d0c1-d2ba-4347-9723-7b38a4079c5a"">
<img width=""441"" alt=""Bildschirmfoto 2024-09-13 um 14 16 31"" src=""https://github.com/user-attachments/assets/0aa17418-2ca0-4785-a996-be5815a50776"">

",Poor discoverability,The UI gives weak clues for finding the feature.
2502,Error when opening DBeaver: 'Microsoft Defender Exclusion Check.',"
""It's a mistake; I didn't record this bug in the right place.""





",Bug,"Describes an explicit error, bug, exception, or incorrect behavior."
13,"Add support for ""Icon Packs"" ","This is a continuation/migration of [Bug 562174](https://bugs.eclipse.org/bugs/show_bug.cgi?id=562174) - Add support for ""icon packs"" in Eclipse IDE.

It'd be nice for to have an officially supported way to replace the icons used in Eclipse.

There is a lot of discussion to be held on how this should be handled (and there was already a lot of discussion on the original BZ thread), so I'm going to leave this relatively open-ended.

IIRC the approach I had initially tried was:
- Allow custom/replacement icons to be provided by a plugin fragment, by placing them in a ""theme"" directory of the plugin fragment
    - So in order to replace one of the ""debug"" icons, you must make a plugin fragment where the host plugin is ""eclipse.debug.ui"" and place the icon within a ""theme"" directory, with the same file path as the original icon
- When loading an icon from a plugin, check if the plugin provides an alternative path to the icon that is prefixed by ""/themes/""
- If so, load it
- Otherwise, use the default icon

There are probably some limitations to this approach, for instance:
- The icon-provider must create a plugin fragment for each plugin which they wish to replace the icons for. This is very tedious.
- How do we handle switching between different icon packs, if each plugin fragment uses the same ""themes"" directory?

It might be nicer to set some JFace preference which points to a specific plugin path (where the plugin is the icon pack provider plugin), and then alternative icons are checked from that plugin before loading the default icon. 

I am going to submit a WIP PR that shows my current implementation, as well as an example plugin fragment that provides icon replacements.

",Inconsistent placement,Placement conflicts with user expectations.
613,Quick Access should have (some) memory,"When first opened and there's no text entered yet, perhaps it could show the 3 MRU results from prior invocations, or even 1? In some cases, this would make triggering UI actions that operate on a single selection at a time a bit easier to run in rapid succession.",No UX,"Technical, test, API, or maintenance issue unrelated to UX."
1440,Improvement in generics,"As mentioned in PR (https://github.com/eclipse-platform/eclipse.platform.ui/pull/1300), extracting the generic comments and making them real generics.",No UX,Issue does not clearly concern user experience.
2675,Compare color hard(er) to read in the (updated) theme,"I find the green color hard to see in the compare editor. IIRC the old dark theme had a better contrast.

![image](https://github.com/user-attachments/assets/01ef3da3-eab4-41e8-a628-29a7f5dfe8b9)

@mvm-sap and @BeckerWdf can you check if you agree and if yes can you have a look if that can be improved? ",Poor accessibility,"Contrast, visibility, or assistive technology support is poor."
1513,ChooseWorkspaceDialog resolved path issues,"no reason to Log an exception when user enters illegal path:
```
java.nio.file.InvalidPathException: Illegal char <*> at index 39: C:\Users\jkubitz\platforM-2024-01-10\ws*
	at java.base/sun.nio.fs.WindowsPathParser.normalize(WindowsPathParser.java:204)
	at java.base/sun.nio.fs.WindowsPathParser.parse(WindowsPathParser.java:175)
	at java.base/sun.nio.fs.WindowsPathParser.parse(WindowsPathParser.java:77)
	at java.base/sun.nio.fs.WindowsPath.parse(WindowsPath.java:92)
	at java.base/sun.nio.fs.WindowsFileSystem.getPath(WindowsFileSystem.java:231)
	at java.base/java.io.File.toPath(File.java:2401)
	at org.eclipse.ui.internal.ide.ChooseWorkspaceDialog.getUnexpectedPathHint(ChooseWorkspaceDialog.java:466)
```

and the resolved path is still wrong:
![image](https://github.com/eclipse-platform/eclipse.platform.ui/assets/51790620/652296b9-d156-4068-8715-12bffe6cbe64)

and still does not show the right capitalization:
![image](https://github.com/eclipse-platform/eclipse.platform.ui/assets/51790620/9f986c59-4451-4873-9228-4613c374e316)
",Bug,"Describes an explicit error, bug, exception, or incorrect behavior."
962,SyncExecWhileUIThreadWaitsForLock and FoldersAsProjectsContributionTest are failing from time to time,"Like in #911 

Refer to:

- https://github.com/eclipse-platform/eclipse.platform.ui/actions/runs/5653230011/job/15315312687
- https://github.com/eclipse-platform/eclipse.platform.ui/actions/runs/5587249759/job/15133265583",Bug,Describes incorrect system behavior rather than a UX smell.
3058,Consider in add support to enable Breadcrumb for a non java file,"Hello

Could you consider in add support to enable Breadcrumb for a non java file?
It such as for example for: .xml, .js, .gradle, .html, .css, .properties, .sql files, etc.

Thank You",No UX,Issue does not clearly concern user experience.
724,Revert #704 as it is causing issues as soon as another test is added to the suite,Refer to https://github.com/eclipse-platform/eclipse.platform.ui/pull/703#issuecomment-1516279286,No UX,"Technical, test, API, or maintenance issue unrelated to UX."
2116,[e4] support injection of Optionals,"Currently one can use `@org.eclipse.e4.core.di.annotations.Optional` to mark a parameter as optional. This has the drawback that one has do perform always a null-check (that might be overlooked) and need to import e4 specific annotation.

A more convenient way would be to have a parameter of `Optional<TypeToInject>` instead, that do not needs any special annotation and ensures the usual map functions and accessory can be used.",No UX,Issue does not clearly concern user experience.
1757,"The Windows Defender guard appears not to function for ""strange"" paths","I often test that the installer works with strange paths, so I do things like `-Duser.home=""D:\Users\tëst 35\""`, i.e., non-ASCII and a space, and hope that everything works well.  I noticed that for such an installation, the defender dialog pops up each time I start.  I tell it yes please exclude this installation but it asks me again each time I start so I assume something has gone wrong.  I can tell it to stop checking and it remembers that, so it's not super annoying, but it's worth checking what's going wrong.",General UI Inconsistency,Visual or behavioral inconsistency not covered by narrower smells.
1430,"[macOS] Closing square bracket display incomplete in ""Project Explorer"" view","The project is collapsed:
![1](https://github.com/eclipse-platform/eclipse.platform.ui/assets/143040/2f609f2a-9d9a-481e-8db7-1a8626626f38)

The project is expanded:
![2](https://github.com/eclipse-platform/eclipse.platform.ui/assets/143040/51f77af8-7642-438f-90cc-2110aafb3c78)


## Tested under this environment:
* OS: macOS 14.2 (23C64)
* Eclipse IDE/Platform version (as shown in *Help > About*): Version: 2023-12 (4.30.0)

",Clipped/Overlapping UI,"UI elements are clipped, cut off, or overlap."
3771,Enhancement Proposal: Unified Diff Visualization for Eclipse Text Editor,"#   Overview
SAP's ABAP Development tools team propose to introduce a new inline unified diff visualization mode for Eclipse's text compare functionality.
This provides an alternative to the traditional side-by-side 2-way comparison view. The unified diff is presented directly within a single text editor using visual annotations and code minings, offering a more compact and contextual way to review changes between file revisions.
Especially in AI-based use cases this is very helpful and the de-facto standard in other IDEs out in the market. Eclipse should also offer this feature in it's editors as well as an API for downstream consumers to use this for their use cases in their products.

This looks like the following:
<img width=""2282"" height=""952"" alt=""Image"" src=""https://github.com/user-attachments/assets/f47f457a-40a8-4174-9027-d321815549c6"" />

@tobiasmelcher already showed a first proof of concept in the ""Eclipse IDE - Developers [community call](https://github.com/eclipse-platform/eclipse.platform.releng.aggregator/wiki/Eclipse-IDE-%E2%80%90-Developers-Community-Call) on  15th of January 2026.
 
# Key Features
## Inline Diff Rendering
- Displays additions and deletions directly within the document using color-coded annotations (theme dependent)
- Two-level annotation system: line-level changes and detailed character-level differences within lines

##  Code Mining Integration
 - Leverages Eclipse's code mining framework (org.eclipse.ui.workbench.texteditor.codeMiningProviders)
 - Provides line header decorations showing addition/deletion indicators
 - Syntax coloring support for the text rendered in the code minings
 - Non-intrusive visualization that doesn't disrupt document structure

## User Configuration
- New preference option: ""Use Unified Diff instead of 2-way compare when possible"" in compare preference page
- Defaults to disabled (off) to maintain backward compatibility
<img width=""1438"" height=""622"" alt=""Image"" src=""https://github.com/user-attachments/assets/a1b558a6-d58f-41df-af38-681ef2e48123"" />

## Initial Integration
- Currently activated when comparing two file revision history entries in read-only mode
- Preference “Use unified Diff” must be set to true (CompareUIPlugin#openCompareEditor internally checks the preference and is then opening the unified diff instead of the 2-way compare)

# Open Topics
- UX of the Accept / Cancel / Keep / Undo / ... buttons
- How to ensure accessibility (keyboard navigation / integration into screen readers)

# Way Forward
These are the different steps in which we would like to develop / contribute this.

1. Provide existing PoC implementation as draft PR for review (https://github.com/eclipse-platform/eclipse.platform/pull/2560)
2. Code cleanup of existing PoC implementation 
3. Prepare existing platform APIs to that the new feature can use them (without reflection etc.)
4. Provide a first Implementation of the feature (API still marked as internal)
5. Provide a ""internal switch"" to turn the feature on for testing but have it invisible in the shipped release
6. Ship the feature turned off
7. Maybe: Ship the feature turned on
8. Make the API for this official API
 
We will create follow up issues / pull request and link them here.

Your review, feedback as well as you coding-help is much appreciated. ",Poor accessibility,"Contrast, visibility, or assistive technology support is poor."
